id,title,author,era,content,type,source
91,子夜吴歌·秋歌,佚名,长安 或指《子夜吴歌·秋歌》,长安一片月，万户捣衣声。 秋风吹不尽，总是玉关情。 何日平胡虏，良人罢远征。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
92,行军九日思长安故园,佚名,岑参〔唐代〕,强欲登高去，无人送酒来。 遥怜故园菊，应傍战场开。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
93,长安古意,佚名,卢照邻〔唐代〕,长安大道连狭斜，青牛白马七香车。 玉辇纵横过主第，金鞭络绎向侯家。 龙衔宝盖承朝日，凤吐流苏带晚霞。 百尺游丝争绕树，一群娇鸟共啼花。(百尺 一作：百丈) 游蜂戏蝶千门侧，碧树银台万种色。(游蜂 一作：啼花) 复道交窗作合欢，双阙连甍垂凤翼。 梁家画阁中天起，汉帝金茎云外直。 楼前相望不相知，陌上相逢讵相识。 借问吹箫向紫烟，曾经学舞度芳年。 得成比目何辞死，愿作鸳鸯不羡仙。 比目鸳鸯真可羡，双去双来君不见。 生憎帐额绣孤鸾，好取门帘帖双燕。 双燕双飞绕画梁，罗帷翠被郁金香。 片片行云着蝉鬓，纤纤初月上鸦黄。 鸦黄粉白车中出，含娇含态情非一。 妖童宝马铁连钱，娼妇盘龙金屈膝。 御史府中乌夜啼，廷尉门前雀欲栖。 隐隐朱城临玉道，遥遥翠幰没金堤。 挟弹飞鹰杜陵北，探丸借客渭桥西。 俱邀侠客芙蓉剑，共宿娼家桃李蹊。 娼家日暮紫罗裙，清歌一啭口氛氲。 北堂夜夜人如月，南陌朝朝骑似云。 南陌北堂连北里，五剧三条控三市。 弱柳青槐拂地垂，佳气红尘暗天起。 汉代金吾千骑来，翡翠屠苏鹦鹉杯。 罗襦宝带为君解，燕歌赵舞为君开。 别有豪华称将相，转日回天不相让。 意气由来排灌夫，专权判不容萧相。 专权意气本豪雄，青虬紫燕坐春风。 自言歌舞长千载，自谓骄奢凌五公。 节物风光不相待，桑田碧海须臾改。 昔时金阶白玉堂，即今惟见青松在。(惟见 一作：唯见) 寂寂寥寥扬子居，年年岁岁一床书。 独有南山桂花发，飞来飞去袭人裾。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
94,少年游·长安古道马迟迟,佚名,柳永〔宋代〕,长安古道马迟迟，高柳乱蝉嘶。夕阳岛外，秋风原上，目断四天垂。(岛外 一作：鸟外) 归云一去无踪迹，何处是前期？狎兴生疏，酒徒萧索，不似少年时。(少年 一作：去年),诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
95,过华清宫绝句三首·其一,佚名,长安 或指《过华清宫绝句三首·其一》,长安回望绣成堆，山顶千门次第开。 一骑红尘妃子笑，无人知是荔枝来。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
96,鹧鸪天·博山寺作,佚名,长安 或指《鹧鸪天·博山寺作》,不向长安路上行。却教山寺厌逢迎。味无味处求吾乐，材不材间过此生。 宁作我，岂其卿。人间走遍却归耕。一松一竹真朋友，山鸟山花好弟兄。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
97,殿前欢·客中,佚名,长安 或指《殿前欢·客中》,望长安，前程渺渺鬓斑斑。南来北往随征雁，行路艰难。青泥小剑关，红叶湓江岸，白草连云栈。功名半纸，风雪千山。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
98,示长安君,佚名,王安石〔宋代〕,少年离别意非轻，老去相逢亦怆情。 草草杯盘共笑语，昏昏灯火话平生。 自怜湖海三年隔，又作尘沙万里行。 欲问后期何日是，寄书应见雁南征。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
99,题长安壁主人,佚名,张谓〔唐代〕,世人结交须黄金，黄金不多交不深。 纵令然诺暂相许，终是悠悠行路心。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
100,长安秋望,佚名,杜牧〔唐代〕,楼倚霜树外，镜天无一毫。 南山与秋色，气势两相高。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=1
101,子夜吴歌·秋歌,佚名,长安 或指《子夜吴歌·秋歌》,长安一片月，万户捣衣声。 秋风吹不尽，总是玉关情。 何日平胡虏，良人罢远征。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
102,行军九日思长安故园,佚名,岑参〔唐代〕,强欲登高去，无人送酒来。 遥怜故园菊，应傍战场开。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
103,长安古意,佚名,卢照邻〔唐代〕,长安大道连狭斜，青牛白马七香车。 玉辇纵横过主第，金鞭络绎向侯家。 龙衔宝盖承朝日，凤吐流苏带晚霞。 百尺游丝争绕树，一群娇鸟共啼花。(百尺 一作：百丈) 游蜂戏蝶千门侧，碧树银台万种色。(游蜂 一作：啼花) 复道交窗作合欢，双阙连甍垂凤翼。 梁家画阁中天起，汉帝金茎云外直。 楼前相望不相知，陌上相逢讵相识。 借问吹箫向紫烟，曾经学舞度芳年。 得成比目何辞死，愿作鸳鸯不羡仙。 比目鸳鸯真可羡，双去双来君不见。 生憎帐额绣孤鸾，好取门帘帖双燕。 双燕双飞绕画梁，罗帷翠被郁金香。 片片行云着蝉鬓，纤纤初月上鸦黄。 鸦黄粉白车中出，含娇含态情非一。 妖童宝马铁连钱，娼妇盘龙金屈膝。 御史府中乌夜啼，廷尉门前雀欲栖。 隐隐朱城临玉道，遥遥翠幰没金堤。 挟弹飞鹰杜陵北，探丸借客渭桥西。 俱邀侠客芙蓉剑，共宿娼家桃李蹊。 娼家日暮紫罗裙，清歌一啭口氛氲。 北堂夜夜人如月，南陌朝朝骑似云。 南陌北堂连北里，五剧三条控三市。 弱柳青槐拂地垂，佳气红尘暗天起。 汉代金吾千骑来，翡翠屠苏鹦鹉杯。 罗襦宝带为君解，燕歌赵舞为君开。 别有豪华称将相，转日回天不相让。 意气由来排灌夫，专权判不容萧相。 专权意气本豪雄，青虬紫燕坐春风。 自言歌舞长千载，自谓骄奢凌五公。 节物风光不相待，桑田碧海须臾改。 昔时金阶白玉堂，即今惟见青松在。(惟见 一作：唯见) 寂寂寥寥扬子居，年年岁岁一床书。 独有南山桂花发，飞来飞去袭人裾。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
104,少年游·长安古道马迟迟,佚名,柳永〔宋代〕,长安古道马迟迟，高柳乱蝉嘶。夕阳岛外，秋风原上，目断四天垂。(岛外 一作：鸟外) 归云一去无踪迹，何处是前期？狎兴生疏，酒徒萧索，不似少年时。(少年 一作：去年),诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
105,过华清宫绝句三首·其一,佚名,长安 或指《过华清宫绝句三首·其一》,长安回望绣成堆，山顶千门次第开。 一骑红尘妃子笑，无人知是荔枝来。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
106,鹧鸪天·博山寺作,佚名,长安 或指《鹧鸪天·博山寺作》,不向长安路上行。却教山寺厌逢迎。味无味处求吾乐，材不材间过此生。 宁作我，岂其卿。人间走遍却归耕。一松一竹真朋友，山鸟山花好弟兄。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
107,殿前欢·客中,佚名,长安 或指《殿前欢·客中》,望长安，前程渺渺鬓斑斑。南来北往随征雁，行路艰难。青泥小剑关，红叶湓江岸，白草连云栈。功名半纸，风雪千山。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
108,示长安君,佚名,王安石〔宋代〕,少年离别意非轻，老去相逢亦怆情。 草草杯盘共笑语，昏昏灯火话平生。 自怜湖海三年隔，又作尘沙万里行。 欲问后期何日是，寄书应见雁南征。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
109,题长安壁主人,佚名,张谓〔唐代〕,世人结交须黄金，黄金不多交不深。 纵令然诺暂相许，终是悠悠行路心。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
110,长安秋望,佚名,杜牧〔唐代〕,楼倚霜树外，镜天无一毫。 南山与秋色，气势两相高。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%95%BF%E5%AE%89&page=2
111,古城驿,佚名,储巏〔明代〕,野水微茫断岸平，几家相对掩柴荆。 不须候吏沙头报，驿站悬知是古城。,诗歌,https://www.guwendao.net/search.aspx?value=%E9%A9%BF%E7%AB%99&page=1
